,epsilon,C,kernel,degree,gamma,Temp,T_lag_1,T_lag_2,T_lag_3,E_lag_1,E_lag_2,E_lag_3,t_cos,t_sin,d_cos,d_sin,w_cos,w_sin,m_cos,m_sin,MAE_train,IA_train,R2_train,MAE_val,IA_val,R2_val,MAE_test,IA_test,R2_test
0,0.02525778,16.49136672,0,1,0.658698226,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.055917464,0.996701301,0.98679263,0.068023478,0.924850573,0.27049222,0.047253709,0.994704788,0.979643395
1,0.02265689,17.36036795,0,1,0.557102857,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.055916996,0.996701775,0.986798578,0.068298361,0.924730064,0.265046667,0.047255811,0.994700239,0.979630652
2,0.02297568,10.8446522,0,1,0.749842419,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.055917081,0.99670238,0.986802212,0.068474714,0.924693444,0.26658132,0.047265928,0.994698571,0.979625782
3,0.02288527,19.38326842,0,1,0.536423416,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.055917181,0.996704228,0.986808699,0.067876299,0.924906414,0.269616574,0.047292414,0.994698048,0.979624808
4,0.02291226,14.70934738,0,1,0.762572118,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.055916546,0.996702763,0.986802902,0.068352426,0.924797068,0.273127243,0.047289024,0.994695263,0.979612408
5,0.02272414,14.09876563,0,1,0.387039493,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.055916895,0.996703544,0.986805014,0.068267168,0.924774233,0.269620374,0.047287157,0.994697764,0.979620954
6,0.02307923,11.67952014,0,1,0.71058455,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.055916994,0.996702356,0.986800744,0.068139463,0.924825955,0.270108648,0.047292062,0.994694997,0.979613259
