,epsilon,C,kernel,degree,gamma,Temp,T_lag_1,T_lag_2,T_lag_3,E_lag_1,E_lag_2,E_lag_3,t_cos,t_sin,d_cos,d_sin,w_cos,w_sin,m_cos,m_sin,MAE_train,IA_train,R2_train,MAE_val,IA_val,R2_val,MAE_test,IA_test,R2_test
0,0.0126,19.1,0,1,0.593,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0.057195181,0.996535535,0.986157342,0.06100014,0.925763818,0.435103041,0.045119863,0.994934818,0.980288497
1,0.022045,3.1538508,0,1,0.9428037,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0.057250924,0.996547258,0.9862016,0.061153628,0.925446084,0.424883329,0.04506746,0.99501045,0.980570845
2,0.015956,1.3477294,0,1,0.8419858,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0.057539169,0.9964671,0.985896286,0.0610059,0.926069275,0.440071663,0.046340522,0.994664592,0.979241998
3,0.0140115,6.3869809,0,1,0.5624368,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0.057194997,0.996535857,0.986160419,0.061007753,0.925751489,0.434806142,0.045097058,0.994938499,0.980304973
4,0.0209672,10.8012515,0,1,0.6148198,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0.05746521,0.99647896,0.985941292,0.06103402,0.925854067,0.426425601,0.046262565,0.994685874,0.979315614
5,0.016847,8.1039368,0,1,0.9288687,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0.057494796,0.996480912,0.985950055,0.060923157,0.926117653,0.436305429,0.046706119,0.994582193,0.978959154
6,0.0125,14.5,0,1,0.454,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0.057494642,0.996481823,0.985952003,0.060924852,0.926068764,0.436390141,0.046730748,0.994580618,0.978952217
