,epsilon,C,kernel,degree,gamma,Temp,T_lag_1,T_lag_2,T_lag_3,E_lag_1,E_lag_2,E_lag_3,t_cos,t_sin,d_cos,d_sin,w_cos,w_sin,m_cos,m_sin,MAE_train,IA_train,R2_train,MAE_val,IA_val,R2_val,MAE_test,IA_test,R2_test
0,0.0174927,9.1008478,0,1,0.240378113,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0.056941778,0.996562909,0.986271603,0.060791032,0.926191417,0.441946378,0.044636734,0.995037391,0.980696878
1,0.0218818,13.1160768,0,1,0.279821577,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0.057009092,0.996548543,0.986216273,0.060886137,0.927810214,0.468281935,0.044990487,0.994974999,0.980471405
2,0.0161002,5.4000938,0,1,0.782687791,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0.056649241,0.996589187,0.98636846,0.061727645,0.926521421,0.431583814,0.046974432,0.994740648,0.979767683
3,0.0214637,2.0774163,0,1,0.241173024,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0.05694179,0.99656264,0.986268827,0.060792584,0.926271368,0.442494559,0.044631723,0.995038473,0.980699551
4,0.0179919,15.7450208,0,1,0.636064133,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0.056941888,0.996562185,0.986268702,0.06078025,0.926192351,0.441748823,0.044642646,0.995033853,0.980683032
5,0.0153151,16.4888098,0,1,0.372993898,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0.057009187,0.996547114,0.986212582,0.060920601,0.927747924,0.467253588,0.044999011,0.99497188,0.980460318
6,0.0149854,16.1609407,0,1,0.324517423,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0.056941797,0.996562687,0.98627196,0.060779315,0.92616987,0.442210809,0.044637492,0.995034885,0.980688505
