,epsilon,C,kernel,degree,gamma,Temp,T_lag_1,T_lag_2,T_lag_3,E_lag_1,E_lag_2,E_lag_3,t_cos,t_sin,d_cos,d_sin,w_cos,w_sin,m_cos,m_sin,MAE_train,IA_train,R2_train,MAE_val,IA_val,R2_val,MAE_test,IA_test,R2_test
0,0.01938046,3.17583166,0,1,0.905174304,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0.056258332,0.996635723,0.986566594,0.061938876,0.926331049,0.423751183,0.047609132,0.994601934,0.979316204
1,0.02483613,11.21377351,0,1,0.975628946,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0.056258495,0.996636562,0.986569916,0.06200743,0.926301097,0.423540598,0.047640677,0.994598885,0.979308596
2,0.01687491,1.95985766,0,1,0.524371446,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0.056279847,0.996644452,0.986600556,0.064228738,0.925626453,0.392399345,0.047391772,0.994622974,0.97941772
3,0.02447572,16.37089186,0,1,0.387584531,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0.056258387,0.996635843,0.986568868,0.061861991,0.926364686,0.423586387,0.047608254,0.994602084,0.97931809
4,0.02453,17.00785816,0,1,0.903899966,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0.056258459,0.996633858,0.986556615,0.061940739,0.926356888,0.424893247,0.047619279,0.994602873,0.979313252
5,0.02511116,2.9446671,0,1,0.473413062,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0.05625862,0.996635714,0.986565074,0.061905355,0.926346649,0.422817437,0.047619877,0.994601011,0.979316322
6,0.01687127,2.96260357,0,1,0.439113862,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0.056280059,0.996644522,0.986599604,0.064227355,0.925611348,0.393166047,0.047421663,0.994623191,0.979417799
