,epsilon,C,kernel,degree,gamma,Temp,T_lag_1,T_lag_2,T_lag_3,E_lag_1,E_lag_2,E_lag_3,t_cos,t_sin,d_cos,d_sin,w_cos,w_sin,m_cos,m_sin,MAE_train,IA_train,R2_train,MAE_val,IA_val,R2_val,MAE_test,IA_test,R2_test
0,0.01293396,7.95676278,0,1,0.783784037,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0.059036887,0.996302131,0.985224699,0.062851382,0.924247495,0.406616415,0.04854157,0.994113204,0.977071809
1,0.03257922,13.48671762,0,1,0.301700966,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0.058023122,0.996369807,0.985520451,0.061117066,0.925233186,0.440587738,0.04679003,0.994428068,0.978347238
2,0.03275704,10.23493448,0,1,0.361843035,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0.058022891,0.996371677,0.985527646,0.061145001,0.925230173,0.440650757,0.046827873,0.99442181,0.978323475
3,0.01037472,10.15443571,0,1,0.697869579,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0.058023266,0.996369713,0.985521654,0.061128807,0.925230832,0.440802459,0.046775503,0.994428823,0.978351632
4,0.0176213,17.03061858,0,1,0.462203513,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0.058023274,0.996369601,0.985518267,0.061149095,0.925253719,0.44090843,0.046803438,0.99442414,0.978329846
5,0.02058206,13.49072259,0,1,0.773341566,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0.058023472,0.996368775,0.985516697,0.061144503,0.925232096,0.440736488,0.046771893,0.994432495,0.978363687
6,0.03424072,8.81783537,1,1,0.023684718,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0.038461396,0.998518794,0.994106379,0.051322728,0.974025118,0.895614175,0.047947914,0.994386146,0.977465848
