,n_estimators,max_depth,min_samples_split,min_samples_leaf,Temp,T_lag_1,T_lag_2,T_lag_3,E_lag_1,E_lag_2,E_lag_3,t_cos,t_sin,d_cos,d_sin,w_cos,w_sin,m_cos,m_sin,MAE_train,IA_train,R2_train,MAE_val,IA_val,R2_val,MAE_test,IA_test,R2_test
0,30,19,2,2,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0.018474701,0.999640887,0.998566808,0.087720215,0.93486463,0.723703916,0.085288183,0.985732918,0.936726514
1,71,11,3,2,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0.023843334,0.999449484,0.99780486,0.088224243,0.933331595,0.71557301,0.084195571,0.986000687,0.937864357
2,42,12,4,2,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0.019642335,0.999624569,0.998501974,0.087600723,0.930245101,0.703532371,0.079902504,0.986858637,0.941646862
3,27,10,3,2,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0.02730839,0.999284882,0.997149054,0.087612073,0.93475659,0.724600024,0.085463998,0.985663938,0.936336747
4,18,10,3,2,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0.027558842,0.999269536,0.997087903,0.087245812,0.934890513,0.727968586,0.085404839,0.985596085,0.936092815
5,55,14,4,2,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0.018166655,0.999663604,0.998657835,0.087903512,0.931022368,0.714198736,0.082284427,0.986927029,0.941786507
6,43,11,4,2,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0.021761903,0.999546134,0.998189638,0.087640689,0.930759227,0.704678189,0.080171609,0.986790153,0.941324912
