,n_estimators,max_depth,min_samples_split,min_samples_leaf,Temp,T_lag_1,T_lag_2,T_lag_3,E_lag_1,E_lag_2,E_lag_3,t_cos,t_sin,d_cos,d_sin,w_cos,w_sin,m_cos,m_sin,MAE_train,IA_train,R2_train,MAE_val,IA_val,R2_val,MAE_test,IA_test,R2_test
0,48,14,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.013898161,0.999795535,0.999183693,0.091819448,0.93160983,0.727525446,0.093060466,0.984528082,0.930174269
1,43,14,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.013947104,0.999794002,0.999177564,0.091798672,0.931646583,0.727425154,0.093020641,0.984510435,0.930141936
2,44,14,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.013952244,0.999793804,0.999176775,0.091750131,0.931481669,0.726627707,0.093037316,0.984523272,0.930193085
3,47,14,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.013901524,0.99979527,0.999182676,0.091765127,0.931742631,0.728120046,0.092942043,0.984557482,0.930338547
4,41,19,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.012741741,0.99982012,0.999281783,0.092005758,0.931364201,0.726571203,0.093348107,0.984423091,0.929744302
5,41,19,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.012741741,0.99982012,0.999281783,0.092005758,0.931364201,0.726571203,0.093348107,0.984423091,0.929744302
6,48,14,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.013898161,0.999795535,0.999183693,0.091819448,0.93160983,0.727525446,0.093060466,0.984528082,0.930174269
