,n_estimators,max_depth,min_samples_split,min_samples_leaf,Temp,T_lag_1,T_lag_2,T_lag_3,E_lag_1,E_lag_2,E_lag_3,t_cos,t_sin,d_cos,d_sin,w_cos,w_sin,m_cos,m_sin,MAE_train,IA_train,R2_train,MAE_val,IA_val,R2_val,MAE_test,IA_test,R2_test
0,43,18,4,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.023487186,0.999449939,0.997807059,0.094629314,0.925185468,0.693966651,0.088705563,0.984778948,0.931951633
1,15,8,3,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.041459843,0.998391394,0.993605718,0.093801997,0.921930684,0.652215246,0.088827083,0.984737962,0.931776052
2,47,19,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.019571252,0.999597891,0.998396318,0.09245975,0.919600218,0.649230936,0.071805595,0.9882577,0.950433608
3,105,8,2,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.039648064,0.998549358,0.994231581,0.094283881,0.924950257,0.686155724,0.087765029,0.984929111,0.932692571
4,9,14,3,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.026867372,0.999268202,0.997083437,0.093563608,0.92175298,0.652220975,0.090905738,0.984101737,0.928890635
5,10,9,7,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.038405499,0.998605414,0.994450754,0.092873099,0.923202905,0.65796038,0.089316285,0.984601922,0.931215321
6,13,9,6,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.038125322,0.998623891,0.994524508,0.093355352,0.92195838,0.651749905,0.08880803,0.984746731,0.931928089
