,n_estimators,max_depth,min_samples_split,min_samples_leaf,Temp,T_lag_1,T_lag_2,T_lag_3,E_lag_1,E_lag_2,E_lag_3,t_cos,t_sin,d_cos,d_sin,w_cos,w_sin,m_cos,m_sin,MAE_train,IA_train,R2_train,MAE_val,IA_val,R2_val,MAE_test,IA_test,R2_test
0,36,12,2,2,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0.0160369,0.999743274,0.998974962,0.08833436,0.933209714,0.733276022,0.092872916,0.984067868,0.928410277
1,141,15,2,2,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0.012905368,0.999825679,0.999303928,0.089533976,0.931003296,0.725446166,0.091922457,0.984817859,0.931738611
2,52,12,2,2,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0.014922617,0.999775197,0.999102606,0.088265305,0.934088419,0.740843745,0.091966187,0.984804995,0.931707039
3,39,16,4,2,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0.013894184,0.999794582,0.999179618,0.088383925,0.934656967,0.741085605,0.093634725,0.983938827,0.92784093
4,44,16,3,2,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0.012983415,0.999816332,0.999266646,0.088016614,0.932535785,0.731572323,0.092212874,0.984694191,0.9311127
5,17,14,2,2,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0.014280756,0.999785414,0.999143005,0.087378777,0.936607879,0.751261851,0.094222569,0.984102634,0.928578648
6,17,15,3,2,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0.014169518,0.999784775,0.999140449,0.087922891,0.935747389,0.746804209,0.093484767,0.984234146,0.92908049
