,n_estimators,max_depth,min_samples_split,min_samples_leaf,Temp,T_lag_1,T_lag_2,T_lag_3,E_lag_1,E_lag_2,E_lag_3,t_cos,t_sin,d_cos,d_sin,w_cos,w_sin,m_cos,m_sin,MAE_train,IA_train,R2_train,MAE_val,IA_val,R2_val,MAE_test,IA_test,R2_test
0,55,8,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.04992854,0.997708991,0.990910944,0.101782611,0.914177609,0.60878897,0.094308403,0.981575613,0.919986827
1,109,8,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.049875163,0.997719761,0.990954093,0.101872065,0.914229188,0.608154953,0.093980473,0.981660502,0.920381642
2,51,8,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.049939248,0.997707882,0.990907168,0.101674071,0.91431744,0.610284798,0.094314166,0.981560709,0.919926808
3,222,8,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.049849431,0.997720244,0.990956433,0.101836543,0.914289316,0.609526303,0.093960548,0.981700251,0.920555344
4,44,8,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.049972855,0.997705954,0.990899258,0.101669849,0.914404349,0.610768954,0.094471585,0.981512076,0.91973055
5,44,8,4,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.049972855,0.997705954,0.990899258,0.101669849,0.914404349,0.610768954,0.094471585,0.981512076,0.91973055
6,48,8,4,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.049954666,0.997707337,0.990904574,0.101728871,0.914186739,0.60987292,0.094438891,0.981530821,0.919808469
