,n_estimators,max_depth,min_samples_split,min_samples_leaf,Temp,T_lag_1,T_lag_2,T_lag_3,E_lag_1,E_lag_2,E_lag_3,t_cos,t_sin,d_cos,d_sin,w_cos,w_sin,m_cos,m_sin,MAE_train,IA_train,R2_train,MAE_val,IA_val,R2_val,MAE_test,IA_test,R2_test
0,276,16,2,2,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0.013846473,0.99980082,0.999204858,0.087901418,0.93429455,0.740958579,0.093606464,0.983853973,0.927645446
1,43,11,3,2,1,0,1,0,1,1,1,1,0,0,1,1,0,0,1,0.018530374,0.99966872,0.998677804,0.087707713,0.934496813,0.739897115,0.092768046,0.984092805,0.92856279
2,277,18,5,2,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0.014572775,0.999778881,0.999117364,0.087752878,0.934524965,0.741857779,0.093735716,0.983811075,0.927421039
3,43,18,2,2,1,0,1,0,1,1,1,1,0,0,1,1,0,0,1,0.014064142,0.999790124,0.999161893,0.086920873,0.93635108,0.748971366,0.092186847,0.984230373,0.929206731
4,18,13,4,2,1,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0.015086829,0.999765737,0.999064621,0.08687232,0.935780342,0.749041804,0.092306483,0.984509951,0.930371373
5,294,12,3,2,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0.016145085,0.999746226,0.998987193,0.087442999,0.934755782,0.742950891,0.093480461,0.983899718,0.927835708
6,265,13,5,2,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,0.01544321,0.999762874,0.999053507,0.088396172,0.932702012,0.735398539,0.091485568,0.984388007,0.93006401
