,Temp,T_lag_1,T_lag_2,T_lag_3,E_lag_1,E_lag_2,E_lag_3,t_cos,t_sin,d_cos,d_sin,w_cos,w_sin,m_cos,m_sin,MAE_train,IA_train,R2_train,MAE_val,IA_val,R2_val,MAE_test,IA_test,R2_test
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138008298,0.983599745,0.937439791,0.169520538,0.845368776,-1.631767944,0.093039175,0.982554953,0.931422622
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138008298,0.983599745,0.937439791,0.169520538,0.845368776,-1.631767944,0.093039175,0.982554953,0.931422622
2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138008298,0.983599745,0.937439791,0.169520538,0.845368776,-1.631767944,0.093039175,0.982554953,0.931422622
3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138008298,0.983599745,0.937439791,0.169520538,0.845368776,-1.631767944,0.093039175,0.982554953,0.931422622
4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138008298,0.983599745,0.937439791,0.169520538,0.845368776,-1.631767944,0.093039175,0.982554953,0.931422622
5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138008298,0.983599745,0.937439791,0.169520538,0.845368776,-1.631767944,0.093039175,0.982554953,0.931422622
6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138008298,0.983599745,0.937439791,0.169520538,0.845368776,-1.631767944,0.093039175,0.982554953,0.931422622
