,layers,neurons,batch_size,Temp,T_lag_1,T_lag_2,T_lag_3,E_lag_1,E_lag_2,E_lag_3,t_cos,t_sin,d_cos,d_sin,w_cos,w_sin,m_cos,m_sin,MAE_train,IA_train,R2_train,MAE_val,IA_val,R2_val,MAE_test,IA_test,R2_test
0,1,18,4,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0.039062327,0.998644697,0.994645297,0.054055409,0.966306646,0.857473609,0.046650102,0.994847081,0.979566876
1,4,26,160,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0.035913931,0.998767936,0.99514039,0.056746707,0.957557061,0.776035104,0.048496222,0.994277482,0.97751161
2,1,24,6,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0.037246132,0.998729175,0.994911326,0.050984591,0.960960656,0.824205719,0.047763459,0.994688039,0.978029949
3,4,26,145,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0.03493568,0.998865873,0.995460341,0.05410224,0.962479317,0.817713346,0.050072308,0.99446907,0.976901833
4,2,11,4,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0.040622381,0.998532748,0.99408025,0.059119846,0.964287921,0.840881537,0.0614542,0.992040838,0.966097477
5,3,15,95,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.038643546,0.99862098,0.994515851,0.053141011,0.966511796,0.857123256,0.048301314,0.994446382,0.977997697
6,3,29,47,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.035891606,0.998752046,0.995079232,0.058219287,0.967691966,0.863288137,0.049076412,0.993861486,0.976090165
