,layers,neurons,batch_size,Temp,T_lag_1,T_lag_2,T_lag_3,E_lag_1,E_lag_2,E_lag_3,t_cos,t_sin,d_cos,d_sin,w_cos,w_sin,m_cos,m_sin,MAE_train,IA_train,R2_train,MAE_val,IA_val,R2_val,MAE_test,IA_test,R2_test
0,3,7,132,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.037232122,0.9987685,0.995064952,0.164515377,0.782096176,0.23728469,0.071297395,0.990190621,0.958216728
1,3,7,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.034779595,0.998912126,0.995657789,0.074968127,0.952742237,0.826903234,0.055436295,0.993645753,0.973862142
2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.043170984,0.998393443,0.993588945,0.050149964,0.95585559,0.846722725,0.048769111,0.994715937,0.977890259
3,2,4,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.037228404,0.998786288,0.995152834,0.085573598,0.894116565,0.702224171,0.063563087,0.991832355,0.966288978
4,2,2,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.041184149,0.998530975,0.994188779,0.085867962,0.90326532,0.689426041,0.066149229,0.991137146,0.963438466
5,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0538288,0.997371443,0.989524754,0.073228289,0.924453103,0.343324816,0.080690248,0.987424989,0.946506754
6,1,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.037672169,0.99879186,0.995181091,0.101238468,0.903565379,0.377860793,0.072809395,0.990425783,0.960893381
