,layers,neurons,batch_size,Temp,T_lag_1,T_lag_2,T_lag_3,E_lag_1,E_lag_2,E_lag_3,t_cos,t_sin,d_cos,d_sin,w_cos,w_sin,m_cos,m_sin,MAE_train,IA_train,R2_train,MAE_val,IA_val,R2_val,MAE_test,IA_test,R2_test
0,1,19,43,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.033731436,0.998962528,0.9958697,0.059451679,0.951219552,0.735573299,0.043502068,0.995796174,0.982557439
1,3,2,17,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0.039581297,0.99859937,0.994412153,0.074858884,0.888818113,0.685934703,0.055470638,0.993193456,0.971655283
2,1,8,8,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.036552038,0.998794292,0.995177862,0.056224192,0.96862893,0.860305541,0.043860792,0.995808167,0.982730871
3,1,13,2,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0.035310369,0.998865013,0.995484551,0.067462389,0.953375178,0.780026434,0.046998066,0.995070583,0.97929288
4,4,15,30,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0.032589642,0.999043236,0.996153518,0.066725841,0.960822283,0.830560885,0.053506621,0.99391478,0.97449194
5,1,18,7,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.035036,0.998897397,0.995603889,0.062374014,0.946762946,0.721416988,0.0411927,0.996245379,0.984546066
6,2,13,39,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.03374016,0.998960429,0.995811269,0.071690079,0.949107322,0.721981482,0.051940887,0.994469822,0.97669229
