,layers,neurons,batch_size,Temp,T_lag_1,T_lag_2,T_lag_3,E_lag_1,E_lag_2,E_lag_3,t_cos,t_sin,d_cos,d_sin,w_cos,w_sin,m_cos,m_sin,MAE_train,IA_train,R2_train,MAE_val,IA_val,R2_val,MAE_test,IA_test,R2_test
0,1,7,17,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0.048551741,0.997927218,0.991665854,0.057940206,0.953714712,0.824158526,0.061300774,0.992111906,0.967440086
1,3,7,48,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0.040257519,0.998416183,0.993679491,0.055204157,0.964131154,0.839513271,0.052661259,0.99343716,0.973223068
2,2,13,103,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.040089671,0.99847388,0.993928536,0.055533234,0.963033498,0.872651778,0.049953579,0.994180475,0.976734857
3,1,12,14,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0.039844639,0.998482886,0.993994939,0.04557374,0.979411684,0.918004191,0.049128925,0.994530512,0.97732455
4,2,25,50,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0.041372065,0.998423992,0.993721205,0.061991571,0.961211046,0.826320022,0.057210429,0.992318782,0.969445914
5,3,23,74,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0.044406145,0.998157355,0.992734019,0.062161507,0.967755906,0.863650469,0.056003703,0.992595941,0.970854662
6,1,12,41,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0.046810247,0.997999882,0.992009678,0.053332381,0.965953699,0.858798538,0.057537634,0.993137568,0.971684756
