,layers,neurons,batch_size,Temp,T_lag_1,T_lag_2,T_lag_3,E_lag_1,E_lag_2,E_lag_3,t_cos,t_sin,d_cos,d_sin,w_cos,w_sin,m_cos,m_sin,MAE_train,IA_train,R2_train,MAE_val,IA_val,R2_val,MAE_test,IA_test,R2_test
0,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.037322863,0.998693976,0.994850261,0.062872682,0.948013599,0.719573743,0.044116063,0.995608153,0.982498838
1,4,2,9,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0.040332349,0.99856286,0.994243145,0.077442706,0.940592283,0.685612851,0.050538876,0.994227162,0.976378611
2,3,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0.034127242,0.998937081,0.995761719,0.07225923,0.945206006,0.7401224,0.054615195,0.993640851,0.973891627
3,1,21,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0.034919919,0.998894108,0.995636236,0.088136933,0.926058545,0.609649753,0.047842132,0.995090595,0.979712182
4,1,2,7,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0.038809041,0.998661696,0.994648864,0.056161151,0.940346136,0.801284271,0.058613616,0.99280753,0.970560226
5,3,7,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0.036116461,0.998813797,0.995307518,0.076179141,0.939989552,0.809775954,0.04850648,0.9946272,0.979131703
6,3,3,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.039683775,0.998574905,0.99433169,0.06045256,0.940600824,0.781293802,0.047329405,0.994877819,0.978962472
