,layers,neurons,batch_size,Temp,T_lag_1,T_lag_2,T_lag_3,E_lag_1,E_lag_2,E_lag_3,t_cos,t_sin,d_cos,d_sin,w_cos,w_sin,m_cos,m_sin,MAE_train,IA_train,R2_train,MAE_val,IA_val,R2_val,MAE_test,IA_test,R2_test
0,1,22,52,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0.037976684,0.998694028,0.994829471,0.05440671,0.965434352,0.84226573,0.044305618,0.995467986,0.981874511
1,3,5,99,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0.042888738,0.998348141,0.993450142,0.058050702,0.954532992,0.795500905,0.049088611,0.994490599,0.977517114
2,2,3,1,1,1,1,0,1,0,1,1,0,1,1,0,1,0,0,0.040994907,0.998476284,0.993916613,0.064817294,0.935848961,0.738036706,0.065049173,0.99193575,0.964949404
3,3,5,81,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0.040951016,0.998526321,0.994114984,0.059199912,0.947868033,0.745713902,0.053224762,0.993269179,0.972267585
4,2,1,12,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0.058856951,0.996494104,0.986273483,0.064276348,0.925509096,0.417879054,0.050265665,0.99378113,0.976665189
5,3,22,62,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0.032858913,0.999011798,0.996091017,0.063572857,0.957620642,0.798275643,0.048823618,0.994607368,0.977887831
6,4,3,38,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0.040806096,0.998453254,0.993831165,0.062391798,0.947008553,0.708180924,0.060681921,0.992301274,0.96712345
