,layers,neurons,batch_size,Temp,T_lag_1,T_lag_2,T_lag_3,E_lag_1,E_lag_2,E_lag_3,t_cos,t_sin,d_cos,d_sin,w_cos,w_sin,m_cos,m_sin,MAE_train,IA_train,R2_train,MAE_val,IA_val,R2_val,MAE_test,IA_test,R2_test
0,2,2,24,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0.041935997,0.99846853,0.993934562,0.053739523,0.950302128,0.815613389,0.048829349,0.994590569,0.977834191
1,2,2,33,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0.041186784,0.998517887,0.994093373,0.051324793,0.947226392,0.834261077,0.048736848,0.994621101,0.977676461
2,2,5,19,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0.034789727,0.998884442,0.995553435,0.069027915,0.957809222,0.828510193,0.060197516,0.992376239,0.967630046
3,2,2,27,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0.041480183,0.998490099,0.993987373,0.049196358,0.970219313,0.884909978,0.048550272,0.994608814,0.977815081
4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0.040887672,0.998539374,0.994168895,0.052514446,0.926082341,0.782371675,0.059567132,0.993024732,0.971251729
5,2,5,12,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0.033349763,0.998990377,0.995951501,0.056213713,0.954670576,0.845791131,0.057952131,0.992784171,0.969055389
6,2,2,23,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0.041339284,0.998495126,0.994025031,0.052243541,0.962420304,0.866271635,0.046645349,0.994985483,0.97936097
