,layers,neurons,batch_size,Temp,T_lag_1,T_lag_2,T_lag_3,E_lag_1,E_lag_2,E_lag_3,t_cos,t_sin,d_cos,d_sin,w_cos,w_sin,m_cos,m_sin,MAE_train,IA_train,R2_train,MAE_val,IA_val,R2_val,MAE_test,IA_test,R2_test
0,1,17,34,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0.036834578,0.998746126,0.995004093,0.05141451,0.960471897,0.837527487,0.045374727,0.995198472,0.980759687
1,1,18,5,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0.037111827,0.998738448,0.994940651,0.058544488,0.963503026,0.853821762,0.051690027,0.994331176,0.975951637
2,1,5,18,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0.038731341,0.998622337,0.994514586,0.049309065,0.966056737,0.837271379,0.060187239,0.992291035,0.967108155
3,3,14,54,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0.037278869,0.998749262,0.995028218,0.060185642,0.955391356,0.780057539,0.048046126,0.994891958,0.978880521
4,2,6,3,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0.037000278,0.99876157,0.995034872,0.049997447,0.969822207,0.869418926,0.046860575,0.995063622,0.979577759
5,4,29,168,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0.034479915,0.998899607,0.995576194,0.058106954,0.966162527,0.838142951,0.053988799,0.993737917,0.973805971
6,1,18,15,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0.039002097,0.998592905,0.994353786,0.051587111,0.955255566,0.800405756,0.04944223,0.994314909,0.97675127
