Algorithm,alpha,l2_ratio,Temp,T_lag_1,T_lag_2,T_lag_3,E_lag_1,E_lag_2,E_lag_3,t_cos,t_sin,d_cos,d_sin,w_cos,w_sin,m_cos,m_sin,MAE train,MSE train,IA train,R2 train,MAE val,MSE val,IA val,R2 val,MAE test,MSE test,IA test,R2 test
LR-EN(10),0.001443146,0.00464904,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0.054217651,0.074254011,0.996464066,0.986042345,0.059351076,0.078904151,0.961465738,0.753024149,0.063928925,0.085497401,0.961507428,0.796320688
LR-EN(15),0.000100016,0.000230567,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.052722921,0.072704355,0.99661136,0.986597525,0.059182876,0.07882336,0.961734047,0.746290494,0.064383201,0.086870945,0.959980711,0.778520139
LR-EN(15),0.000100005,0.000227673,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.052722917,0.072704355,0.99661136,0.986597525,0.059182866,0.078823351,0.96173405,0.746290583,0.064383185,0.086870927,0.959980725,0.778520261
LR-EN(15),0.000100079,0.00023903,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.052722942,0.072704358,0.99661136,0.986597524,0.059182932,0.078823412,0.96173403,0.746290003,0.064383288,0.086871047,0.959980632,0.778519475
LR-EN(15),0.000100015,0.000180119,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.052722924,0.072704356,0.99661136,0.986597525,0.059182867,0.07882335,0.96173405,0.746290655,0.064383195,0.086870934,0.959980727,0.778520345
LR-EN(15),0.000100081,0.000140288,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.052722944,0.072704358,0.996611359,0.986597524,0.059182918,0.078823396,0.961734035,0.74629029,0.064383272,0.086871018,0.959980665,0.778519853
LR-EN(15),0.000100007,0.000131264,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.05272292,0.072704355,0.99661136,0.986597525,0.059182853,0.078823335,0.961734054,0.746290864,0.06438317,0.0868709,0.959980757,0.778520628
LR-EN(15),0.000100046,0.00013727,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.052722933,0.072704357,0.99661136,0.986597524,0.059182888,0.078823367,0.961734044,0.746290558,0.064383224,0.086870963,0.959980708,0.778520215
LR-EN(15),0.000100005,0.000144783,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.05272292,0.072704355,0.99661136,0.986597525,0.059182853,0.078823336,0.961734054,0.746290837,0.064383172,0.086870903,0.959980754,0.778520592
LR-EN(15),0.000100017,0.000116075,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.052722923,0.072704356,0.99661136,0.986597525,0.059182859,0.07882334,0.961734053,0.746290836,0.064383179,0.086870908,0.959980752,0.778520592
LR-EN(15),0.000100017,0.000507317,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.052722932,0.072704356,0.99661136,0.986597525,0.05918292,0.07882341,0.961734032,0.746289641,0.064383302,0.086871093,0.959980586,0.77851895
LR-EN(15),0.000100002,0.000424179,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.052722924,0.072704355,0.99661136,0.986597525,0.059182894,0.078823383,0.96173404,0.746290006,0.064383252,0.086871026,0.959980641,0.778519454
LR-EN(15),0.000100004,0.000142078,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.052722919,0.072704355,0.99661136,0.986597525,0.059182852,0.078823335,0.961734054,0.746290852,0.064383169,0.0868709,0.959980756,0.778520613
LR-EN(15),0.000100009,0.000156492,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.052722921,0.072704355,0.99661136,0.986597525,0.059182859,0.078823341,0.961734052,0.746290771,0.06438318,0.086870914,0.959980744,0.778520503
LR-EN(15),0.000100006,0.000152454,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.05272292,0.072704355,0.99661136,0.986597525,0.059182855,0.078823338,0.961734053,0.746290806,0.064383175,0.086870908,0.95998075,0.77852055
LR-EN(15),0.000100013,0.000186888,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.052722923,0.072704356,0.99661136,0.986597525,0.059182867,0.07882335,0.96173405,0.746290649,0.064383195,0.086870933,0.959980727,0.778520337
