,max_depth,min_samples_split,min_samples_leaf,Temp,T_lag_1,T_lag_2,T_lag_3,E_lag_1,E_lag_2,E_lag_3,t_cos,t_sin,d_cos,d_sin,w_cos,w_sin,m_cos,m_sin,MAE_train,IA_train,R2_train,MAE_val,IA_val,R2_val,MAE_test,IA_test,R2_test
0,5,10,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075753522,0.994871184,0.979788191,0.122695272,0.888525032,0.397413085,0.11667343,0.974126539,0.882733723
1,5,6,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075753522,0.994871184,0.979788191,0.122695272,0.888525032,0.397413085,0.11667343,0.974126539,0.882733723
2,5,3,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075753522,0.994871184,0.979788191,0.122695272,0.888525032,0.397413085,0.11667343,0.974126539,0.882733723
3,5,8,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075753522,0.994871184,0.979788191,0.122695272,0.888525032,0.397413085,0.11667343,0.974126539,0.882733723
4,5,4,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075753522,0.994871184,0.979788191,0.122695272,0.888525032,0.397413085,0.11667343,0.974126539,0.882733723
5,5,7,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075753522,0.994871184,0.979788191,0.122695272,0.888525032,0.397413085,0.11667343,0.974126539,0.882733723
6,5,6,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075753522,0.994871184,0.979788191,0.122695272,0.888525032,0.397413085,0.11667343,0.974126539,0.882733723
