,max_depth,min_samples_split,min_samples_leaf,Temp,T_lag_1,T_lag_2,T_lag_3,E_lag_1,E_lag_2,E_lag_3,t_cos,t_sin,d_cos,d_sin,w_cos,w_sin,m_cos,m_sin,MAE_train,IA_train,R2_train,MAE_val,IA_val,R2_val,MAE_test,IA_test,R2_test
0,14,6,4,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0.021003425,0.999531017,0.99812668,0.09178088,0.928125726,0.69496184,0.095563288,0.983160555,0.924521763
1,10,11,5,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0.029261467,0.999151236,0.996613477,0.091063488,0.933951187,0.737766655,0.093682443,0.983677127,0.927040381
2,12,6,5,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0.024365309,0.999394534,0.997582489,0.090345021,0.935986733,0.751333333,0.09372395,0.983654726,0.926860926
3,18,3,3,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0.016745295,0.99969272,0.998772004,0.091478285,0.932404507,0.733784311,0.09416752,0.983503575,0.926124181
4,13,6,5,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0.023527637,0.999435357,0.997745217,0.090724131,0.933815583,0.746547012,0.101615405,0.982070462,0.917128238
5,11,9,5,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0.025810197,0.999340037,0.997365321,0.091491508,0.932218025,0.736246562,0.092541501,0.983892315,0.928496876
6,10,8,4,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,0.027453863,0.999259229,0.997043417,0.089677136,0.934952696,0.751479304,0.102119495,0.981661947,0.915577947
