,max_depth,min_samples_split,min_samples_leaf,Temp,T_lag_1,T_lag_2,T_lag_3,E_lag_1,E_lag_2,E_lag_3,t_cos,t_sin,d_cos,d_sin,w_cos,w_sin,m_cos,m_sin,MAE_train,IA_train,R2_train,MAE_val,IA_val,R2_val,MAE_test,IA_test,R2_test
0,8,8,4,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0.041832856,0.998348497,0.993426088,0.091192211,0.929332399,0.700916594,0.095679834,0.982102233,0.920506567
1,13,10,4,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0.028415577,0.999212941,0.996859109,0.091879879,0.928939462,0.697829269,0.097757577,0.981517435,0.917524393
2,9,3,3,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0.036233935,0.998731308,0.994944271,0.091342591,0.928520451,0.683414489,0.097425152,0.981343876,0.916924435
3,8,5,4,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0.041832856,0.998348497,0.993426088,0.091192211,0.929332399,0.700916594,0.095679834,0.982102233,0.920506567
4,8,2,4,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0.041832856,0.998348497,0.993426088,0.091192211,0.929332399,0.700916594,0.095679834,0.982102233,0.920506567
5,8,7,4,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0.041832856,0.998348497,0.993426088,0.091192211,0.929332399,0.700916594,0.095679834,0.982102233,0.920506567
6,8,3,3,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0.041644429,0.998359111,0.993468133,0.091586247,0.92747954,0.686827235,0.09556643,0.982075409,0.920370584
