Algorithm,max_depth,min_samples_split,min_samples_leaf,Temp,T_lag_1,T_lag_2,T_lag_3,E_lag_1,E_lag_2,E_lag_3,t_cos,t_sin,d_cos,d_sin,w_cos,w_sin,m_cos,m_sin,MAE train,MSE train,IA train,R2 train,MAE val,MSE val,IA val,R2 val,MAE test,MSE test,IA test,R2 test
DT(5),16,11,5,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0.029419815,0.001686721,0.99892362,0.995709503,0.076059292,0.097453069,0.973413417,0.889920969,0.084776215,0.011691713,0.952432638,0.813813839
DT(5),18,9,5,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0.028779892,0.001616141,0.998965552,0.995876135,0.076414872,0.098030219,0.972953622,0.887848022,0.084673488,0.011641438,0.952608089,0.814583471
DT(5),18,8,5,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0.028779892,0.001616141,0.998965552,0.995876135,0.076084146,0.097520141,0.973383636,0.889864533,0.084462636,0.011570898,0.953224205,0.818096312
DT(5),19,6,5,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0.028772625,0.001615814,0.9989657,0.995876724,0.076010304,0.09737505,0.973437818,0.890238782,0.084894508,0.011740315,0.952430697,0.813953398
DT(5),12,5,5,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0.030484877,0.00178828,0.998861172,0.995461476,0.075848956,0.097047613,0.973638117,0.890883405,0.084491988,0.011575381,0.953285927,0.818304081
DT(5),18,4,5,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0.028779892,0.001616141,0.998965552,0.995876135,0.076056389,0.09738797,0.973453848,0.890273407,0.084418411,0.011566136,0.953284263,0.818478824
DT(5),12,9,5,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0.030484877,0.00178828,0.998861172,0.995461476,0.075881088,0.097133711,0.973566764,0.890654266,0.084865659,0.011721843,0.952518164,0.81423974
DT(5),13,7,5,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0.029533867,0.001690147,0.998921758,0.995702119,0.075809724,0.097064474,0.973541956,0.89068628,0.084807224,0.011640409,0.95259995,0.814560036
DT(5),18,7,5,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0.028828312,0.001635184,0.998951842,0.995821699,0.076355682,0.098971403,0.972299426,0.8832059,0.082111936,0.010677344,0.960063666,0.83831063
DT(5),17,10,5,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0.028798372,0.001617557,0.998964782,0.995873074,0.075783596,0.09706634,0.973521127,0.890623674,0.084667024,0.011617816,0.952626857,0.814695404
DT(5),17,2,5,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0.028798372,0.001617557,0.998964782,0.995873074,0.076092208,0.097503388,0.97337592,0.889952422,0.085012224,0.011769162,0.952441432,0.814081437
DT(5),13,10,5,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0.029533867,0.001690147,0.998921758,0.995702119,0.076099838,0.097535038,0.973234294,0.889126475,0.084946572,0.011693798,0.952504475,0.814138083
DT(5),17,5,6,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0.031207114,0.00188773,0.998792175,0.99518764,0.076273151,0.097507989,0.973568615,0.890671899,0.083976478,0.011019718,0.952799612,0.815453475
DT(5),17,9,5,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0.028798372,0.001617557,0.998964782,0.995873074,0.075923817,0.097255024,0.973486126,0.890342296,0.084951933,0.011773043,0.952381767,0.813694659
DT(7),19,10,6,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0.028915569,0.001649301,0.998941578,0.995780966,0.076776091,0.098827526,0.973060979,0.88799383,0.085035684,0.011277753,0.950277469,0.806712574
DT(7),19,8,6,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0.028915569,0.001649301,0.998941578,0.995780966,0.076776553,0.098778194,0.973089835,0.888269741,0.085067839,0.011283935,0.950265857,0.806648395
DT(7),17,13,6,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0.029353804,0.001700648,0.998905592,0.995638055,0.076796084,0.098915503,0.973061803,0.887893029,0.085073913,0.011292313,0.950321055,0.806998688
DT(7),17,17,10,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0.035633374,0.002460291,0.998419199,0.993709247,0.077276182,0.099485826,0.97190483,0.881782203,0.086822717,0.012019703,0.948515084,0.79481795
DT(7),16,14,7,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0.030933659,0.001873202,0.998798313,0.995212067,0.07733467,0.099700125,0.97222286,0.883709022,0.085378949,0.011834125,0.949365753,0.801831475
DT(7),15,10,12,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0.038002097,0.002765073,0.998222707,0.992931863,0.077342098,0.099615165,0.971587662,0.879305782,0.086341084,0.011827995,0.950256909,0.803916853
DT(7),14,9,6,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0.029518261,0.001705831,0.998905235,0.995636661,0.077219562,0.099319347,0.972883499,0.888057124,0.087346478,0.012355791,0.946385099,0.790885025
DT(7),15,7,6,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0.028984652,0.001652544,0.998939366,0.99577218,0.076708732,0.098633488,0.973154065,0.888559773,0.085010226,0.011266345,0.950290842,0.806807315
DT(7),18,6,7,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0.030925029,0.001872913,0.998798518,0.995212878,0.077010889,0.099189505,0.972665901,0.885924384,0.08542993,0.011842628,0.949355735,0.801771911
DT(7),11,4,7,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0.032714501,0.002056503,0.998682924,0.99475427,0.076779525,0.098927228,0.972825955,0.886708955,0.085451456,0.011830718,0.949369741,0.801792381
DT(7),16,7,6,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0.028939633,0.001650372,0.998940904,0.995778286,0.077177959,0.099547593,0.972413364,0.88503963,0.084982892,0.011261476,0.950297862,0.806831906
DT(7),11,13,6,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0.031716953,0.001933961,0.998759068,0.995056388,0.076653175,0.098576481,0.973107573,0.888113058,0.086729912,0.01217741,0.94912977,0.801002784
DT(7),19,12,6,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0.028915569,0.001649301,0.998941578,0.995780966,0.076795824,0.098924067,0.973000414,0.887951163,0.085004224,0.011267191,0.95029005,0.806801641
DT(7),11,7,7,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0.032714501,0.002056503,0.998682924,0.99475427,0.07677696,0.098859433,0.972895055,0.886873561,0.08551469,0.01184489,0.949351931,0.801699435
DT(7),11,11,7,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0.032714501,0.002056503,0.998682924,0.99475427,0.07676975,0.098842064,0.972921294,0.887001102,0.085411194,0.0118206,0.949451136,0.802386697
DT(10),14,3,12,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0.037180329,0.002665485,0.998290016,0.993197901,0.078461039,0.100807667,0.970702646,0.875585107,0.085507691,0.011621724,0.955876661,0.824212163
DT(10),18,10,12,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0.037077091,0.002647585,0.998301353,0.993242767,0.078609084,0.101040634,0.970805286,0.876002447,0.086041121,0.011776216,0.955683727,0.822628762
DT(10),17,9,12,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0.037179603,0.002665245,0.998290204,0.993198643,0.078407339,0.100751286,0.970722855,0.875673449,0.085453151,0.011609838,0.955891632,0.824273124
DT(10),18,12,7,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,0.029508269,0.00171799,0.998899743,0.995614798,0.08085237,0.104104791,0.970934259,0.877705864,0.095318568,0.01449729,0.947997355,0.788253027
DT(10),16,7,13,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0.038223309,0.002820781,0.998195841,0.992825205,0.07854986,0.100966969,0.970971613,0.876531845,0.085616588,0.011719388,0.95668638,0.8237877
DT(10),11,8,7,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0.031970263,0.001964577,0.998739811,0.994980052,0.078688898,0.101457122,0.971680209,0.881448584,0.085571146,0.01189029,0.955059898,0.823644032
DT(10),14,4,12,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0.037180329,0.002665485,0.998290016,0.993197901,0.078550571,0.101002613,0.970650661,0.875374667,0.085469429,0.011614704,0.955885324,0.824248011
DT(10),17,4,12,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0.037179603,0.002665245,0.998290204,0.993198643,0.078417243,0.10075384,0.970721541,0.875662587,0.085495486,0.011617124,0.955882457,0.824235652
DT(10),16,7,13,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0.038223309,0.002820781,0.998195841,0.992825205,0.078577832,0.100989379,0.970962082,0.876482898,0.085616308,0.011718704,0.956686732,0.823792176
DT(10),16,12,12,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0.037280812,0.002684266,0.998279107,0.993154655,0.078702579,0.101266126,0.970975852,0.87613701,0.088252878,0.012362297,0.950015614,0.79969953
DT(10),15,4,12,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0.037179603,0.002665245,0.998290204,0.993198643,0.078558201,0.100978278,0.970641313,0.875299888,0.085463538,0.011614392,0.955886037,0.824249869
DT(10),17,16,12,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0.037280812,0.002684266,0.998279107,0.993154655,0.078818019,0.101454031,0.970909994,0.875837365,0.088202529,0.012354466,0.950025125,0.799739516
DT(10),16,9,12,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0.037179603,0.002665245,0.998290204,0.993198643,0.078554823,0.100972664,0.970643003,0.875309696,0.085467271,0.011614647,0.955885677,0.824248302
DT(10),15,6,12,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0.037179603,0.002665245,0.998290204,0.993198643,0.078746051,0.101333709,0.970385487,0.874069949,0.085495486,0.011617124,0.955882457,0.824235652
DT(10),14,4,12,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0.037180329,0.002665485,0.998290016,0.993197901,0.078547754,0.100975862,0.970644393,0.875306337,0.085505415,0.011617877,0.95588192,0.824231806
DT(15),14,14,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.027638086,0.001531283,0.99902464,0.996111014,0.086841918,0.111236563,0.966239906,0.858266432,0.099858943,0.01572036,0.949933391,0.803518666
DT(15),12,7,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.026696102,0.001414457,0.999099715,0.996409501,0.087834114,0.11236824,0.96377204,0.848646495,0.100127534,0.015973549,0.948431117,0.798359148
DT(15),14,4,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.027638086,0.001531283,0.99902464,0.996111014,0.086441861,0.110905119,0.966062438,0.857494063,0.100777143,0.015858568,0.949850532,0.803120855
DT(15),16,6,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.027573541,0.001526143,0.999027907,0.996123997,0.087697464,0.111827673,0.964107764,0.849972504,0.100114141,0.015729385,0.95013693,0.803718863
DT(15),17,3,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.025491347,0.001312653,0.99916177,0.996656335,0.088044443,0.112464082,0.963771648,0.848413822,0.099448496,0.015733191,0.94886164,0.80005679
DT(15),16,7,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.025503846,0.001313525,0.999161157,0.996653895,0.087384729,0.11183391,0.965603565,0.855991172,0.099055378,0.015630925,0.948950106,0.800557999
DT(15),14,3,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.025604775,0.001321146,0.999156159,0.996634011,0.087199526,0.111657293,0.9643865,0.851692165,0.098604586,0.01545449,0.949194173,0.801719956
DT(15),16,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.027573541,0.001526143,0.999027907,0.996123997,0.087206453,0.111493228,0.965460114,0.855270344,0.099907459,0.015652553,0.950058789,0.803987335
DT(15),17,6,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.027567727,0.001525576,0.999028318,0.996125634,0.087433401,0.111539936,0.964569088,0.852053595,0.100208256,0.015757598,0.949938035,0.803473531
DT(15),14,6,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.027638086,0.001531283,0.99902464,0.996111014,0.087360789,0.111823464,0.965763919,0.856266799,0.101193414,0.016058547,0.949558816,0.801694669
DT(15),16,8,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.027573541,0.001526143,0.999027907,0.996123997,0.086789867,0.111103595,0.966094399,0.857750034,0.099490022,0.015554855,0.950371779,0.804740204
DT(15),12,6,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.028365237,0.001595512,0.998985672,0.995956147,0.087221849,0.111330869,0.964406476,0.850417799,0.10168781,0.016155435,0.949509432,0.801354116
DT(15),17,5,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.027567727,0.001525576,0.999028318,0.996125634,0.086864523,0.111174894,0.965976859,0.85754479,0.100599488,0.015855365,0.949856522,0.803166634
DT(15),11,8,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.02950789,0.001707818,0.998918411,0.99568891,0.087993426,0.112047544,0.964006032,0.849322397,0.100363248,0.015756798,0.949990691,0.803634725
