Algorithm,alpha,l2_ratio,Temp,T_lag_1,T_lag_2,T_lag_3,E_lag_1,E_lag_2,E_lag_3,t_cos,t_sin,d_cos,d_sin,w_cos,w_sin,m_cos,m_sin,MAE train,MSE train,IA train,R2 train,MAE val,MSE val,IA val,R2 val,MAE test,MSE test,IA test,R2 test
LR-EN(10),0.000174839,0.166679731,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0.053580477,0.005573295,0.996458315,0.986002494,0.057990478,0.077873401,0.961463606,0.75615671,0.061768955,0.007628674,0.962594109,0.802471365
LR-EN(10),0.000180279,0.014096781,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0.053549843,0.005571049,0.996459599,0.986006601,0.057947694,0.077809187,0.961481866,0.756635087,0.061870079,0.00763993,0.962558614,0.802477308
LR-EN(10),0.001443146,0.00464904,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0.054217651,0.005576156,0.996464066,0.986042345,0.059351077,0.078904151,0.961465738,0.753024148,0.063928925,0.007969068,0.961507428,0.796320687
LR-EN(15),0.000100016,0.000230567,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.052722921,0.00534909,0.99661136,0.986597525,0.059182876,0.07882336,0.961734047,0.746290493,0.064383201,0.008310895,0.959980711,0.778520138
LR-EN(15),0.000100005,0.000227673,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.052722917,0.00534909,0.99661136,0.986597525,0.059182866,0.078823351,0.96173405,0.746290585,0.064383185,0.008310891,0.959980726,0.778520263
LR-EN(15),0.000100079,0.00023903,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.052722942,0.00534909,0.99661136,0.986597524,0.059182932,0.078823412,0.961734031,0.746290005,0.064383287,0.008310916,0.959980632,0.778519477
LR-EN(15),0.000100015,0.000180119,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.052722923,0.00534909,0.99661136,0.986597525,0.059182867,0.07882335,0.96173405,0.746290658,0.064383195,0.008310892,0.959980728,0.778520349
LR-EN(15),0.000100081,0.000140288,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.052722944,0.00534909,0.996611359,0.986597524,0.059182918,0.078823395,0.961734035,0.746290293,0.064383271,0.008310909,0.959980666,0.778519857
LR-EN(15),0.000100007,0.000131264,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.05272292,0.00534909,0.99661136,0.986597525,0.059182853,0.078823335,0.961734054,0.746290862,0.06438317,0.008310884,0.959980757,0.778520627
LR-EN(15),0.000100046,0.00013727,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.052722933,0.00534909,0.99661136,0.986597524,0.059182888,0.078823368,0.961734044,0.746290554,0.064383225,0.008310897,0.959980708,0.77852021
LR-EN(15),0.000100005,0.000144783,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.05272292,0.00534909,0.99661136,0.986597525,0.059182854,0.078823336,0.961734054,0.746290834,0.064383172,0.008310885,0.959980753,0.778520588
LR-EN(15),0.000100017,0.000116075,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.052722923,0.00534909,0.99661136,0.986597525,0.059182859,0.07882334,0.961734053,0.746290836,0.064383179,0.008310886,0.959980752,0.778520592
LR-EN(15),0.000100017,0.000507317,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.052722932,0.00534909,0.99661136,0.986597525,0.05918292,0.07882341,0.961734032,0.746289642,0.064383302,0.008310928,0.959980587,0.778518951
LR-EN(15),0.000100002,0.000424179,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.052722924,0.00534909,0.99661136,0.986597525,0.059182895,0.078823383,0.96173404,0.746290005,0.064383252,0.008310913,0.959980641,0.778519453
LR-EN(15),0.000100004,0.000142078,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.052722919,0.00534909,0.99661136,0.986597525,0.059182852,0.078823334,0.961734054,0.746290853,0.064383169,0.008310884,0.959980756,0.778520614
LR-EN(15),0.000100009,0.000156492,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.052722921,0.00534909,0.99661136,0.986597525,0.059182858,0.078823341,0.961734052,0.746290775,0.06438318,0.008310887,0.959980745,0.778520508
LR-EN(15),0.000100006,0.000152454,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.05272292,0.00534909,0.99661136,0.986597525,0.059182856,0.078823338,0.961734053,0.746290804,0.064383176,0.008310886,0.959980749,0.778520548
LR-EN(15),0.000100013,0.000186888,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.052722923,0.00534909,0.99661136,0.986597525,0.059182866,0.07882335,0.96173405,0.746290652,0.064383194,0.008310892,0.959980728,0.778520341
